employee_id,date,scheduled_hours,actual_hours_worked
E014,2025-01-27,8,3
E014,2025-01-28,8,0
E014,2025-01-29,8,5
E014,2025-01-30,8,6
E015,2025-01-01,8,8
E015,2025-01-02,8,7
E015,2025-01-03,8,0
E015,2025-01-04,8,3
E015,2025-01-05,8,6
E015,2025-01-06,8,7
E015,2025-01-07,8,7
E015,2025-01-08,8,8
E015,2025-01-09,8,8
E015,2025-01-10,8,0
E015,2025-01-11,8,8
E015,2025-01-12,8,0
E015,2025-01-13,8,4
E015,2025-01-14,8,3
E015,2025-01-15,8,6
E015,2025-01-16,8,3
E015,2025-01-17,8,7
E015,2025-01-18,8,6
E015,2025-01-19,8,0
E015,2025-01-20,8,8
E015,2025-01-21,8,0
E015,2025-01-22,8,6
E015,2025-01-23,8,6
E015,2025-01-24,8,0
E015,2025-01-25,8,3
E015,2025-01-26,8,4
E015,2025-01-27,8,0
E015,2025-01-28,8,0
E015,2025-01-29,8,5
E015,2025-01-30,8,8
E016,2025-01-01,8,7
E016,2025-01-02,8,3
E016,2025-01-03,8,0
E016,2025-01-04,8,4
E016,2025-01-05,8,6
E016,2025-01-06,8,8
E016,2025-01-07,8,8
E016,2025-01-08,8,3
E016,2025-01-09,8,4
E016,2025-01-10,8,7
E016,2025-01-11,8,3
E016,2025-01-12,8,7
E016,2025-01-13,8,4
E016,2025-01-14,8,4
E016,2025-01-15,8,5
E016,2025-01-16,8,4
E016,2025-01-17,8,4
E016,2025-01-18,8,8
E016,2025-01-19,8,4
E016,2025-01-20,8,5
E016,2025-01-21,8,7
E016,2025-01-22,8,3
E016,2025-01-23,8,5
E016,2025-01-24,8,4
E016,2025-01-25,8,0
E016,2025-01-26,8,8
E016,2025-01-27,8,6
E016,2025-01-28,8,0
E016,2025-01-29,8,7
E016,2025-01-30,8,6
E017,2025-01-01,8,7
E017,2025-01-02,8,8
E017,2025-01-03,8,6
E017,2025-01-04,8,3
E017,2025-01-05,8,0
E017,2025-01-06,8,0
E017,2025-01-07,8,0
E017,2025-01-08,8,6
E017,2025-01-09,8,0
E017,2025-01-10,8,3
E017,2025-01-11,8,7
E017,2025-01-12,8,3
E017,2025-01-13,8,5
E017,2025-01-14,8,6
E017,2025-01-15,8,6
E017,2025-01-16,8,0
E017,2025-01-17,8,8
E017,2025-01-18,8,8
E017,2025-01-19,8,6
E017,2025-01-20,8,0
E017,2025-01-21,8,6
E017,2025-01-22,8,6
E017,2025-01-23,8,0
E017,2025-01-24,8,0
E017,2025-01-25,8,5
E017,2025-01-26,8,0
E017,2025-01-27,8,8
E017,2025-01-28,8,5
E017,2025-01-29,8,8
E017,2025-01-30,8,0
E018,2025-01-01,8,3
E018,2025-01-02,8,3
E018,2025-01-03,8,0
E018,2025-01-04,8,8
E018,2025-01-05,8,4
E018,2025-01-06,8,7
E018,2025-01-07,8,8
E018,2025-01-08,8,6
E018,2025-01-09,8,8
E018,2025-01-10,8,0
E018,2025-01-11,8,5
E018,2025-01-12,8,5
E018,2025-01-13,8,7
E018,2025-01-14,8,4
E018,2025-01-15,8,0
E018,2025-01-16,8,3
E018,2025-01-17,8,7
E018,2025-01-18,8,3
E018,2025-01-19,8,7
E018,2025-01-20,8,6
E018,2025-01-21,8,7
E018,2025-01-22,8,3
E018,2025-01-23,8,5
E018,2025-01-24,8,5
E018,2025-01-25,8,3
E018,2025-01-26,8,4
E018,2025-01-27,8,0
E018,2025-01-28,8,4
E018,2025-01-29,8,3
E018,2025-01-30,8,6
E019,2025-01-01,8,0
E019,2025-01-02,8,0
E019,2025-01-03,8,4
E019,2025-01-04,8,5
E019,2025-01-05,8,7
E019,2025-01-06,8,3
E019,2025-01-07,8,4
E019,2025-01-08,8,8
E019,2025-01-09,8,5
E019,2025-01-10,8,0
E019,2025-01-11,8,0
E019,2025-01-12,8,0
E019,2025-01-13,8,0
E019,2025-01-14,8,0
E019,2025-01-15,8,4
E019,2025-01-16,8,5
E019,2025-01-17,8,0
E019,2025-01-18,8,5
E019,2025-01-19,8,0
E019,2025-01-20,8,3
E019,2025-01-21,8,6
E019,2025-01-22,8,3
E019,2025-01-23,8,5
E019,2025-01-24,8,4
E019,2025-01-25,8,5
E019,2025-01-26,8,3
E019,2025-01-27,8,6
E019,2025-01-28,8,0
E019,2025-01-29,8,4
E019,2025-01-30,8,0
E020,2025-01-01,8,7
E020,2025-01-02,8,3
E020,2025-01-03,8,0
E020,2025-01-04,8,6
E020,2025-01-05,8,6
E020,2025-01-06,8,5
E020,2025-01-07,8,0
E020,2025-01-08,8,0
E020,2025-01-09,8,0
E020,2025-01-10,8,3
E020,2025-01-11,8,0
E020,2025-01-12,8,5
E020,2025-01-13,8,7
E020,2025-01-14,8,0
E020,2025-01-15,8,3
E020,2025-01-16,8,0
E020,2025-01-17,8,4
E020,2025-01-18,8,0
E020,2025-01-19,8,0
E020,2025-01-20,8,6
E020,2025-01-21,8,8
E020,2025-01-22,8,4
E020,2025-01-23,8,4
E020,2025-01-24,8,7
E020,2025-01-25,8,7
E020,2025-01-26,8,5
E020,2025-01-27,8,8
E020,2025-01-28,8,4
E020,2025-01-29,8,4
E020,2025-01-30,8,4
E021,2025-01-01,8,7
E021,2025-01-02,8,8
E021,2025-01-03,8,4
E021,2025-01-04,8,0
E021,2025-01-05,8,0
E021,2025-01-06,8,0
E021,2025-01-07,8,8
E021,2025-01-08,8,4
E021,2025-01-09,8,0
E021,2025-01-10,8,6
E021,2025-01-11,8,0
E021,2025-01-12,8,5
E021,2025-01-13,8,5
E021,2025-01-14,8,5
E021,2025-01-15,8,0
E021,2025-01-16,8,0
E021,2025-01-17,8,3
E021,2025-01-18,8,5
E021,2025-01-19,8,8
E021,2025-01-20,8,7
E021,2025-01-21,8,0
E021,2025-01-22,8,0
E021,2025-01-23,8,6
E021,2025-01-24,8,5
E021,2025-01-25,8,0
E021,2025-01-26,8,3
E021,2025-01-27,8,0
E021,2025-01-28,8,5
E021,2025-01-29,8,7
E021,2025-01-30,8,3
E022,2025-01-01,8,8
E022,2025-01-02,8,0
E022,2025-01-03,8,0
E022,2025-01-04,8,5
E022,2025-01-05,8,5
E022,2025-01-06,8,0
E022,2025-01-07,8,0
E022,2025-01-08,8,8
E022,2025-01-09,8,8
E022,2025-01-10,8,3
E022,2025-01-11,8,3
E022,2025-01-12,8,0
E022,2025-01-13,8,5
E022,2025-01-14,8,5
E022,2025-01-15,8,7
E022,2025-01-16,8,5
E022,2025-01-17,8,8
E022,2025-01-18,8,0
E022,2025-01-19,8,7
E022,2025-01-20,8,5
E022,2025-01-21,8,0
E022,2025-01-22,8,4
E022,2025-01-23,8,8
E022,2025-01-24,8,0
E022,2025-01-25,8,3
E022,2025-01-26,8,5
E022,2025-01-27,8,4
E022,2025-01-28,8,6
E022,2025-01-29,8,4
E022,2025-01-30,8,4
E023,2025-01-01,8,5
E023,2025-01-02,8,7
E023,2025-01-03,8,8
E023,2025-01-04,8,7
E023,2025-01-05,8,7
E023,2025-01-06,8,0
E023,2025-01-07,8,4
E023,2025-01-08,8,8
E023,2025-01-09,8,8
E023,2025-01-10,8,0
E023,2025-01-11,8,6
E023,2025-01-12,8,8
E023,2025-01-13,8,6
E023,2025-01-14,8,8
E023,2025-01-15,8,0
E023,2025-01-16,8,7
E023,2025-01-17,8,5
E023,2025-01-18,8,0
E023,2025-01-19,8,5
E023,2025-01-20,8,0
E023,2025-01-21,8,0
E023,2025-01-22,8,6
E023,2025-01-23,8,0
E023,2025-01-24,8,4
E023,2025-01-25,8,5
E023,2025-01-26,8,8
E023,2025-01-27,8,0
E023,2025-01-28,8,7
E023,2025-01-29,8,8
E023,2025-01-30,8,5
E024,2025-01-01,8,4
E024,2025-01-02,8,6
E024,2025-01-03,8,6
E024,2025-01-04,8,4
E024,2025-01-05,8,0
E024,2025-01-06,8,3
E024,2025-01-07,8,0
E024,2025-01-08,8,6
E024,2025-01-09,8,4
E024,2025-01-10,8,0
E024,2025-01-11,8,5
E024,2025-01-12,8,3
E024,2025-01-13,8,3
E024,2025-01-14,8,4
E024,2025-01-15,8,3
E024,2025-01-16,8,6
E024,2025-01-17,8,8
E024,2025-01-18,8,0
E024,2025-01-19,8,0
E024,2025-01-20,8,3
E024,2025-01-21,8,5
E024,2025-01-22,8,4
E024,2025-01-23,8,0
E024,2025-01-24,8,5
E024,2025-01-25,8,5
E024,2025-01-26,8,3
E024,2025-01-27,8,6
E024,2025-01-28,8,0
E024,2025-01-29,8,3
E024,2025-01-30,8,0
E025,2025-01-01,8,8
E025,2025-01-02,8,8
E025,2025-01-03,8,5
E025,2025-01-04,8,0
E025,2025-01-05,8,7
E025,2025-01-06,8,4
E025,2025-01-07,8,0
E025,2025-01-08,8,8
E025,2025-01-09,8,7
E025,2025-01-10,8,3
E025,2025-01-11,8,6
E025,2025-01-12,8,0
E025,2025-01-13,8,8
E025,2025-01-14,8,0
E025,2025-01-15,8,5
E025,2025-01-16,8,5
E025,2025-01-17,8,5
E025,2025-01-18,8,8
E025,2025-01-19,8,7
E025,2025-01-20,8,4
E025,2025-01-21,8,5
E025,2025-01-22,8,8
E025,2025-01-23,8,8
E025,2025-01-24,8,0
E025,2025-01-25,8,0
E025,2025-01-26,8,4
E025,2025-01-27,8,8
E025,2025-01-28,8,0
E025,2025-01-29,8,5
E025,2025-01-30,8,3
E026,2025-01-01,8,3
E026,2025-01-02,8,5
E026,2025-01-03,8,0
E026,2025-01-04,8,0
E026,2025-01-05,8,3
E026,2025-01-06,8,5
E026,2025-01-07,8,3
E026,2025-01-08,8,5
E026,2025-01-09,8,5
E026,2025-01-10,8,0
E026,2025-01-11,8,0
E026,2025-01-12,8,0
E026,2025-01-13,8,0
E026,2025-01-14,8,4
E026,2025-01-15,8,0
E026,2025-01-16,8,0
E026,2025-01-17,8,7
E026,2025-01-18,8,3
E026,2025-01-19,8,0
E026,2025-01-20,8,6
E026,2025-01-21,8,7
E026,2025-01-22,8,5
E026,2025-01-23,8,3
E026,2025-01-24,8,8
E026,2025-01-25,8,5
E026,2025-01-26,8,0
E026,2025-01-27,8,0
E026,2025-01-28,8,8
E026,2025-01-29,8,0
E026,2025-01-30,8,6
E027,2025-01-01,8,8
E027,2025-01-02,8,7
E027,2025-01-03,8,0
E027,2025-01-04,8,8
E027,2025-01-05,8,3
E027,2025-01-06,8,0
E027,2025-01-07,8,7
E027,2025-01-08,8,3
E027,2025-01-09,8,7
E027,2025-01-10,8,0
E027,2025-01-11,8,4
E027,2025-01-12,8,4
E027,2025-01-13,8,5
E027,2025-01-14,8,0
E027,2025-01-15,8,7
E027,2025-01-16,8,8
E027,2025-01-17,8,0
E027,2025-01-18,8,5
E027,2025-01-19,8,0
E027,2025-01-20,8,7
E027,2025-01-21,8,7
E027,2025-01-22,8,6
E027,2025-01-23,8,8
E027,2025-01-24,8,4
E027,2025-01-25,8,3
E027,2025-01-26,8,6
E027,2025-01-27,8,0
E027,2025-01-28,8,5
E027,2025-01-29,8,8
E027,2025-01-30,8,0
E028,2025-01-01,8,7
E028,2025-01-02,8,8
E028,2025-01-03,8,0
E028,2025-01-04,8,3
E028,2025-01-05,8,3
E028,2025-01-06,8,0
E028,2025-01-07,8,8
E028,2025-01-08,8,0
E028,2025-01-09,8,8
E028,2025-01-10,8,8
E028,2025-01-11,8,8
E028,2025-01-12,8,7
E028,2025-01-13,8,5
E028,2025-01-14,8,8
E028,2025-01-15,8,5
E028,2025-01-16,8,3
E028,2025-01-17,8,4
E028,2025-01-18,8,6
E028,2025-01-19,8,5
E028,2025-01-20,8,6
E028,2025-01-21,8,7
E028,2025-01-22,8,3
E028,2025-01-23,8,6
E028,2025-01-24,8,0
E028,2025-01-25,8,0
E028,2025-01-26,8,0
E028,2025-01-27,8,4
E028,2025-01-28,8,8
E028,2025-01-29,8,6
E028,2025-01-30,8,0
E029,2025-01-01,8,4
E029,2025-01-02,8,4
E029,2025-01-03,8,0
E029,2025-01-04,8,3
E029,2025-01-05,8,5
E029,2025-01-06,8,4
E029,2025-01-07,8,8
E029,2025-01-08,8,5
E029,2025-01-09,8,3
E029,2025-01-10,8,4
E029,2025-01-11,8,4
E029,2025-01-12,8,7
E029,2025-01-13,8,7
E029,2025-01-14,8,7
E029,2025-01-15,8,4
E029,2025-01-16,8,7
E029,2025-01-17,8,3
E029,2025-01-18,8,3
E029,2025-01-19,8,8
E029,2025-01-20,8,7
E029,2025-01-21,8,0
E029,2025-01-22,8,6
E029,2025-01-23,8,8
E029,2025-01-24,8,6
E029,2025-01-25,8,8
E029,2025-01-26,8,0
E029,2025-01-27,8,6
E029,2025-01-28,8,8
E029,2025-01-29,8,4
E029,2025-01-30,8,0
E030,2025-01-01,8,0
E030,2025-01-02,8,0
E030,2025-01-03,8,0
E030,2025-01-04,8,5
E030,2025-01-05,8,5
E030,2025-01-06,8,8
E030,2025-01-07,8,6
E030,2025-01-08,8,5
E030,2025-01-09,8,5
E030,2025-01-10,8,6
E030,2025-01-11,8,5
E030,2025-01-12,8,0
E030,2025-01-13,8,4
E030,2025-01-14,8,3
E030,2025-01-15,8,6
E030,2025-01-16,8,0
E030,2025-01-17,8,4
E030,2025-01-18,8,7
E030,2025-01-19,8,4
E030,2025-01-20,8,6
E030,2025-01-21,8,0
E030,2025-01-22,8,0
E030,2025-01-23,8,6
E030,2025-01-24,8,3
E030,2025-01-25,8,0
E030,2025-01-26,8,0
E030,2025-01-27,8,4
E030,2025-01-28,8,3
E030,2025-01-29,8,5
E030,2025-01-30,8,0
E031,2025-01-01,8,0
E031,2025-01-02,8,7
E031,2025-01-03,8,3
E031,2025-01-04,8,0
E031,2025-01-05,8,5
E031,2025-01-06,8,6
E031,2025-01-07,8,3
E031,2025-01-08,8,0
E031,2025-01-09,8,7
E031,2025-01-10,8,5
E031,2025-01-11,8,3
E031,2025-01-12,8,0
E031,2025-01-13,8,0
E031,2025-01-14,8,7
E031,2025-01-15,8,4
E031,2025-01-16,8,6
E031,2025-01-17,8,5
E031,2025-01-18,8,4
E031,2025-01-19,8,7
E031,2025-01-20,8,0
E031,2025-01-21,8,3
E031,2025-01-22,8,4
E031,2025-01-23,8,6
E031,2025-01-24,8,0
E031,2025-01-25,8,7
E031,2025-01-26,8,5
E031,2025-01-27,8,4
E031,2025-01-28,8,0
E031,2025-01-29,8,7
E031,2025-01-30,8,7
E032,2025-01-01,8,0
E032,2025-01-02,8,6
E032,2025-01-03,8,5
E032,2025-01-04,8,8
E032,2025-01-05,8,6
E032,2025-01-06,8,8
E032,2025-01-07,8,7
E032,2025-01-08,8,0
E032,2025-01-09,8,8
E032,2025-01-10,8,8
E032,2025-01-11,8,7
E032,2025-01-12,8,0
E032,2025-01-13,8,7
E032,2025-01-14,8,0
E032,2025-01-15,8,8
E032,2025-01-16,8,3
E032,2025-01-17,8,4
E032,2025-01-18,8,6
E032,2025-01-19,8,6
E032,2025-01-20,8,6
E032,2025-01-21,8,6
E032,2025-01-22,8,0
E032,2025-01-23,8,8
E032,2025-01-24,8,7
E032,2025-01-25,8,7
E032,2025-01-26,8,8
E032,2025-01-27,8,0
E032,2025-01-28,8,0
E032,2025-01-29,8,4
E032,2025-01-30,8,0
E033,2025-01-01,8,7
E033,2025-01-02,8,8
E033,2025-01-03,8,7
E033,2025-01-04,8,0
E033,2025-01-05,8,4
E033,2025-01-06,8,7
E033,2025-01-07,8,4
E033,2025-01-08,8,5
E033,2025-01-09,8,8
E033,2025-01-10,8,0
E033,2025-01-11,8,6
E033,2025-01-12,8,7
E033,2025-01-13,8,5
E033,2025-01-14,8,7
E033,2025-01-15,8,0
E033,2025-01-16,8,0
E033,2025-01-17,8,4
E033,2025-01-18,8,3
E033,2025-01-19,8,8
E033,2025-01-20,8,5
E033,2025-01-21,8,0
E033,2025-01-22,8,8
E033,2025-01-23,8,0
E033,2025-01-24,8,4
E033,2025-01-25,8,7
E033,2025-01-26,8,4
E033,2025-01-27,8,7
E033,2025-01-28,8,4
E033,2025-01-29,8,8
E033,2025-01-30,8,8
E034,2025-01-01,8,3
E034,2025-01-02,8,6
E034,2025-01-03,8,8
E034,2025-01-04,8,0
E034,2025-01-05,8,8
E034,2025-01-06,8,3
